"direction","line_name","org_name","dest_name","vech_name","weekend_status","day_of_year","time_of_day","non_neg_delay"
1,"X12","E 23 ST/BROADWAY","MARINRS HBR SOUTH AV","NYCT_2581",FALSE,289,1058,0.716666666666667
1,"M104","CONVENT AV/W 129 ST","41 ST via BROADWAY/7 AV","NYCT_6381",FALSE,235,1370,2.18333333333333
0,"X17J","ELTINGVILLE/TRANSIT CENTER","E MIDTOWN 57 ST via N JERSEY via MADISON","NYCT_4313",FALSE,342,495,0
1,"B38","METROPOLITAN AV/STARR ST","DNTWN BKLYN TILLARY ST","NYCT_4536",FALSE,215,800,0
0,"Q84","ARCHER AV/153 ST","LAURELTON 238 ST via 120 AV","NYCT_8113",FALSE,277,1128,6.01666666666667
0,"S76","MILL RD/DEWITT AV","ST GEORGE FERRY","NYCT_8203",FALSE,304,548,0
1,"Q54","JAMAICA AV/170 ST","WILLAMSBURG BRIDGE PLZ","NYCT_3981",FALSE,282,1184,9.66666666666667
1,"B44-SBS","WASHINGTON PLZ/WASHINGTON PLZ","SBS SHEEPSHEAD BAY KNAPP ST via NOSTRAND","NYCT_5331",FALSE,237,1413,6.36666666666667
1,"Q31","FRANCIS LEWIS BL/27 AV","JAMAICA LIRR STA SUTPHIN BL","NYCT_7427",FALSE,275,1044,2.46666666666667
1,"M21","GRAND ST/FDR DRIVE","SOHO SPRING ST CROSSTOWN","NYCT_3926",FALSE,304,1157,0.883333333333333
1,"Bx9","BROADWAY/W 262 ST","WEST FARMS","NYCT_5687",FALSE,234,492,0
0,"S78","LUTEN AV/EYLANDT ST","ST GEORGE FERRY via HYLAN","NYCT_8228",FALSE,353,830,6.45
0,"B48","LINCOLN RD/FLATBUSH AV","GREENPOINT MEEKER AV","NYCT_7249",TRUE,351,1311,11.7833333333333
0,"M34-SBS","W 34 ST/12 AV","SELECT BUS EAST SIDE - FDR DR CROSSTOWN","NYCT_5294",FALSE,346,537,0.316666666666667
0,"Q44-SBS","MERRICK BL/ARCHER AV","SELECT BUS BRONX ZOO via MAIN ST","NYCT_6001",TRUE,337,993,2.83333333333333
1,"Bx40","PENNYFIELD AV/FT SCHUYLER ENT","RIVER PK TOWER via TREMONT","NYCT_1232",FALSE,229,94,5.93333333333333
1,"Bx19","SOUTHERN BL/BOTANICAL GARDENS","RIVRBNK PK via SOUTHRN via 149 ST","NYCT_5944",FALSE,363,1311,1.61666666666667
1,"M14D","DELANCEY ST/COLUMBIA ST","CHELSEA PIERS 11 AV CROSSTOWN","NYCT_5285",TRUE,232,1036,0.466666666666667
0,"Q46","QUEENS BL/78 AV","LK SUCCESS LIJ HOSP via UNION","NYCT_6903",TRUE,294,1224,2.18333333333333
0,"Bx26","W 205 ST/PAUL AV","CO-OP CITY EARHART LA via ALLERTN","NYCT_4102",FALSE,214,866,0
0,"Bx19","RIVERBANK ST PK/CULTURAL CTR","BRONX PK via 149 ST via SOUTHRN","NYCT_5963",FALSE,240,1374,7.65
1,"B47","MARCUS GARVEY BLVD/BROADWAY","KINGS PLAZA via RALPH AV","NYCT_4428",FALSE,171,891,4.56666666666667
0,"M2","4 AV/E 10 ST","LTD WASHINGTON HTS BWAY - 168 ST","NYCT_3939",FALSE,278,426,0.3
0,"B44-SBS","KNAPP ST/SHORE PKY","SBS WLMSBRG BRDG PLZ via NSTRND via RGRS","NYCT_5351",FALSE,157,927,0
0,"Q32","W 32 ST/7 AV","JACKSON HTS NORTHERN - 81 via ROOSVLT","NYCT_7380",FALSE,213,789,5
1,"B25","ALABAMA AV / FULTON ST","DNTWN BKLYN FURMAN ST via FULTON","NYCT_6611",FALSE,361,1035,13.9666666666667
0,"Q43","ARCHER AV/SUTPHIN BL","LTD FLORAL PARK 268 ST via HILLSIDE","NYCT_6471",FALSE,338,1187,5.38333333333333
1,"Q44-SBS","BOSTON RD/E 180 ST","SELECT BUS JAMAICA via MAIN ST","NYCT_5993",FALSE,282,378,3.88333333333333
0,"B12","PARKSIDE AV/OCEAN AV","EAST NY ALABAMA AV","NYCT_6591",TRUE,302,89,0.25
1,"Q48","ROOSEVELT AV/MAIN ST","LAGUARDIA AIRPORT","NYCT_4659",TRUE,238,712,16.3333333333333
1,"Bx10","RIVERDALE AV/W 263 ST","NORWOOD 205 ST STA","NYCT_8373",FALSE,172,792,5.58333333333333
0,"M79-SBS","W 79 ST/RIVERSIDE DR","SELECT BUS YRKVLLE EAST END AV CROSSTOWN","NYCT_5920",FALSE,177,421,4.2
0,"B15","MARCUS GARVEY BL/BROADWAY","JFK AIRPORT","NYCT_7125",FALSE,157,1249,0
0,"Bx9","E TREMONT AV/E 177 ST","RIVERDALE 262 ST","NYCT_5787",FALSE,293,447,5.55
0,"Bx19","RIVERBANK ST PK/CULTURAL CTR","BRONX PK via 149 ST via SOUTHRN","NYCT_5614",FALSE,152,1175,0
1,"M104","CONVENT AV/W 129 ST","41 ST via BROADWAY/7 AV","NYCT_6652",TRUE,358,854,0
0,"Bx15","ST CLAIRE PL/W 125 ST","FORDHAM PLZ via 3 AV","NYCT_5962",FALSE,174,201,18.0833333333333
1,"Q58","41 RD/MAIN ST","RIDGEWOOD TERM","NYCT_3964",FALSE,300,1247,0
1,"Q46","L.I.J.MEDICAL RDWY/271 ST","KEW GARDENS QUEENS BL via UNION","NYCT_8039",FALSE,289,958,0
0,"Bx22","CASTLE HILL AV/NORTON AV","FORDHAM CENTER - VALENTINE AV","NYCT_5763",FALSE,152,426,6.81666666666667
0,"M96","W 96 ST/WEST END AV","EAST SIDE 1 AV CROSSTOWN","NYCT_6674",TRUE,168,501,0.183333333333333
1,"M11","RIVERBANK ST PK/CULTURAL CTR","WEST VILL ABINGDON SQ via 9 AV","NYCT_6376",FALSE,158,819,0
0,"B82","STILLWELL TERMINAL BUS LOOP","SPRING CRK TWRS SEAVIEW AV via KINGS HWY","NYCT_4849",TRUE,364,1173,20.7333333333333
1,"X4","VESEY ST/WEST ST","ELTNGVL TRANST CTR via HYLAN BL via RICH","NYCT_2556",FALSE,275,1084,0
1,"M15","E 126 ST/2 AV","SOUTH FERRY via 2 AV","NYCT_5638",FALSE,156,1241,0.766666666666667
1,"S62","ST GEORGE FERRY/S62 & S92","TRAVIS via VICTORY","NYCT_8268",TRUE,343,359,3.03333333333333
0,"Q27","SPRINGFIELD BL / 119 AV","FLUSHING  MAIN ST STA","NYCT_6867",FALSE,346,19,9.88333333333333
1,"B13","WYCKOFF AV/DE KALB AV","SPRING CREEK GATEWAY MALL","NYCT_4424",FALSE,283,633,11.6833333333333
1,"M7","W 146 ST/MALCOLM X BL","14 ST via COLUMBUS via 7 AV","NYCT_6783",FALSE,237,687,0
1,"B82","SEAVIEW AV/PENNSYLVANIA AV","25 AV CROPSEY AV","NYCT_6795",FALSE,234,847,3.1
1,"B42","ROCKAWAY PKY SUBWAY/ROCKAWAY PKY SUBWAY","CANRSE PIER","NYCT_6809",FALSE,355,1096,2.61666666666667
0,"Q28","39 AV/138 ST","BAY TERRACE  BELL BL","NYCT_7410",FALSE,352,283,0.466666666666667
0,"Q58","PALMETTO ST/MYRTLE AV","LTD FLUSHING MAIN ST","NYCT_6547",FALSE,341,503,37.5666666666667
1,"B9","KINGS PLZ/KINGS PLZ","BAY RDGE SHORE RD via AVENUE M via 60 ST","NYCT_253",FALSE,275,650,6.78333333333333
1,"S53","4 AV/86 ST","PT RICHMOND","NYCT_7056",FALSE,177,1158,7.66666666666667
1,"Bx12","ORCHARD BEACH CIR/ORCHARD BEACH BAY","SEDGWICK AV via PELHAM PKY via FRDHAM RD","NYCT_4764",FALSE,215,443,3.58333333333333
0,"B25","FRONT ST / YORK ST","BWAY JCT ALABAMA AV via FULTON","NYCT_7100",FALSE,356,663,0
0,"M103","PARK ROW/BEEKMAN ST","E HARLEM 125 ST via 3 AV","NYCT_5886",TRUE,154,860,8.53333333333333
0,"M23-SBS","12 AV/W 23 ST","SELECT BUS EAST SIDE AVENUE C CROSSTOWN","NYCT_5301",FALSE,236,988,6.53333333333333
0,"B6","HARWAY AV/BAY 37 ST","ROCK PKY STA","NYCT_7191",FALSE,171,397,0
0,"M103","PARK ROW/BEEKMAN ST","E HARLEM 125 ST via 3 AV","NYCT_5547",TRUE,301,474,4.3
0,"Q2","165 ST/TERMINAL","BELMONT PK 225 ST","NYCT_8030",FALSE,340,1334,4.26666666666667
1,"Q44-SBS","BOSTON RD/E 180 ST","SELECT BUS JAMAICA via MAIN ST","NYCT_6029",FALSE,222,1355,15.4333333333333
1,"Q54","JAMAICA AV/170 ST","FRSH PND RD","NYCT_4531",FALSE,171,25,9.66666666666667
0,"Bx30","E 206 ST/ROCHAMBEAU AV","CO-OP CITY EARHART LA","NYCT_4078",FALSE,354,912,6.51666666666667
0,"Q20B","MERRICK BL/ARCHER AV","COLLEGE PT via MAIN ST via 14 AV","NYCT_4473",FALSE,171,1105,4.53333333333333
1,"B46","WASHINGTON PLZ/LANE3","KINGS PLAZA via UTICA","NYCT_4949",FALSE,299,409,0
0,"B35","CHURCH AV/MC DONALD AV","BROWNSVILLE M GASTON BL via CHURCH","NYCT_792",FALSE,291,1031,8.23333333333333
0,"B6","HARWAY AV/BAY 37 ST","LTD EAST NY NEW LOTS STA","NYCT_7185",FALSE,356,1124,6.65
1,"M15-SBS","E 126 ST/2 AV","SELECT BUS SERVICE SOUTH FERRY via 2 AV","NYCT_1255",TRUE,232,817,10.05
0,"M20","STATE ST/WHITEHALL ST","LINCOLN CENTER 66 ST via 8 AV","NYCT_6738",FALSE,292,41,0
1,"Bx35","W FARMS RD/WESTCHESTER AV","WASHINGTON HTS GW BRIDGE","NYCT_7690",FALSE,221,976,15.15
0,"Bx16","E 206 ST/ROCHAMBEAU AV","PELHAM ROPES AV via MUNDY LA","NYCT_8343",FALSE,286,895,3.66666666666667
1,"Q58","41 RD/MAIN ST","RIDGEWOOD TERM","NYCT_3989",TRUE,358,920,13.8
1,"M72","E 72 ST/YORK AV","WEST SIDE FREEDOM PL XTOWN","NYCT_5219",FALSE,236,658,0
0,"Q43","ARCHER AV/SUTPHIN BL","FLORAL PARK 268 ST via HILLSIDE","NYCT_6443",FALSE,177,1281,4.31666666666667
0,"Bx12-SBS","BROADWAY/ISHAM ST","SELECT BUS BAY PLAZA CO-OP CITY","NYCT_5816",FALSE,335,974,32.8166666666667
0,"Q4","TEARDROP/LAYOVER","LTD CAMBRIA HTS 235 ST via LINDEN","NYCT_8105",FALSE,346,1074,0
0,"Bx21","LINCOLN AV/E 138 ST","WESTCHESTER SQ","NYCT_681",FALSE,220,1026,0.55
1,"B15","JFK AIRPORT/TERMINAL 5 AirTrain STATION","BED-STUY WOODHULL HOSP","NYCT_6607",FALSE,172,441,0
0,"M34-SBS","W 34 ST/12 AV","SELECT BUS SERVICE Eastside - FDR DR","NYCT_5972",TRUE,155,1297,0
0,"M14D","W 18 ST / 10 AV","LOWER E. SIDE DELANCY-FDR CROSSTOWN","NYCT_5274",FALSE,215,489,0
1,"Bx36","RANDALL AV/OLMSTEAD AV","WASHINGTON HTS GW BRIDGE","NYCT_7689",FALSE,221,1086,1.73333333333333
0,"Bx7","ST NICHOLAS AV/W 167 ST","RIVERDALE 263 ST","NYCT_4349",TRUE,281,1169,3.2
1,"S51","ST GEORGE FERRY/S51 & S81","GRANT CITY via BAY ST via FT WADSWORTH","NYCT_7045",FALSE,173,1126,3.4
0,"Bx36","W 179 ST/BROADWAY","SOUNDVIEW PUGSLEY AV","NYCT_5957",FALSE,277,590,25.8166666666667
0,"B64","STILLWELL AV/MERMAID AV","BAY RIDGE SHORE RD via 13 AV via BAY RDG","NYCT_5105",TRUE,168,984,0
1,"M7","W 146 ST/MALCOLM X BL","14 ST via COLUMBUS via 7 AV","NYCT_3882",TRUE,217,1123,0.0666666666666667
1,"B26","WYCKOFF ST/PALMETTO ST","DNTWN BKLYN TILLARY ST via HALSEY","NYCT_7259",FALSE,240,865,0
1,"B15","DREW ST/LINDEN BLVD","BED-STUY WOODHULL HOSP","NYCT_4819",TRUE,274,1333,12.9166666666667
1,"Bx41","WHITE PLAINS RD/E GUN HILL RD","THE HUB 150 ST via WEBSTER","NYCT_5766",TRUE,169,598,5.3
0,"Q83","153 ST/HILLSIDE AV","227 ST 114 AV via LIBERTY","NYCT_6876",FALSE,228,644,0
1,"Q31","FRANCIS LEWIS BL/27 AV","JAMAICA LIRR STA SUTPHIN BL","NYCT_4213",FALSE,275,1006,0
1,"Q13","TOTTEN AV/CROSS ISLAND PY","FLUSHING MAIN ST STA","NYCT_4209",FALSE,276,1041,7.96666666666667
0,"B54","JAY ST/MYRTLE PLZ","RIDGEWOOD TERM via MYRTLE","NYCT_6496",TRUE,218,1155,0
1,"M79-SBS","E 79 ST/EAST END AV","SELECT BUS W SIDE RIVERSIDE DR CROSSTOWN","NYCT_5290",FALSE,181,475,0
1,"B46-SBS","MALCOLM X BL/DE KALB AV","SELECT BUS FILLMORE AV via UTICA","NYCT_7319",FALSE,339,1048,0
0,"S79-SBS","MARSH AV/RING RD","SELECT BUS BAY RIDGE 86 ST STATION","NYCT_4257",TRUE,351,853,0.666666666666667
1,"B15","JFK AIRPORT/TERMINAL 5 AirTrain STATION","BED-STUY WOODHULL HOSP","NYCT_6836",TRUE,161,1418,22.0666666666667
0,"B44","NOSTRAND AV/AV U","FLUSHING AV via NOSTRND","NYCT_5179",FALSE,339,435,0
1,"B74","STILLWELL TERMINAL BUS LOOP","STILLWELL AV","NYCT_7141",TRUE,218,1181,11.6166666666667
0,"Bx36","W 179 ST/BROADWAY","LTD SOUNDVIEW PUGSLEY AV","NYCT_692",FALSE,335,1002,29.9833333333333
1,"M55","W 44 ST/6 AV","SOUTH FERRY","NYCT_3911",FALSE,341,332,0
1,"S55","MARSH AV/RING RD","ROSSVILLE  ARTHUR KILL RD via AMBOY RD","NYCT_8182",FALSE,170,810,24.8666666666667
0,"X1","ELTINGVILLE/TRANSIT CENTER","23 ST via CHURCH","NYCT_2578",FALSE,163,374,0
0,"M7","AV OF THE AMERICAS/W 14 ST","HARLEM 147 ST via 6 AV via AMSTERDAM","NYCT_3891",FALSE,181,1330,3.98333333333333
1,"B46","WASHINGTON PLZ/LANE3","KINGS PLAZA via UTICA","NYCT_5054",FALSE,219,759,6.13333333333333
1,"M101","ST NICHOLAS AV/W 192 ST","LTD EAST VILLAGE 6 ST via LEX AV","NYCT_5563",FALSE,291,491,6.93333333333333
1,"M15","E 126 ST/2 AV","SOUTH FERRY via 2 AV","NYCT_6644",TRUE,364,875,0
1,"Bx12-SBS","PARKING RAMP/ACCESS RD","SELECT BUS BROADWAY INWOOD","NYCT_5309",FALSE,229,758,3.05
0,"Bx9","E TREMONT AV/E 177 ST","RIVERDALE 262 ST","NYCT_4723",FALSE,222,516,3.23333333333333
1,"B20","67 AV/FRESH POND RD","SPRING CREEK STANLEY AV POSTAL FAC","NYCT_4441",FALSE,352,319,5.91666666666667
1,"Bx15","3 AV/E FORDHAM RD","149 ST","NYCT_5700",FALSE,166,1016,52.3833333333333
1,"Bx29","CITY ISLAND AV/ROCHELLE ST","CO-OP CITY BAY PLAZA","NYCT_4085",TRUE,232,1265,12.5333333333333
1,"B26","WYCKOFF ST/PALMETTO ST","DNTWN BKLYN TILLARY ST via HALSEY","NYCT_6515",FALSE,158,497,0
0,"Bx24","MARCONI ST/911 CALL CENTER","RESEARCH AV & AMPERE AV","NYCT_8356",FALSE,291,755,3.4
1,"Q27","138 ST/37 AV","SPRINGFIELD BL H HARDING EXY","NYCT_6903",FALSE,296,1070,0.15
0,"S57","EBBITTS ST/HYLAN BL","PT RICHMOND","NYCT_8261",FALSE,163,978,4.91666666666667
0,"Q32","W 32 ST/7 AV","JACKSON HTS NORTHERN - 81 via ROOSVLT","NYCT_7400",TRUE,217,1322,9.38333333333333
1,"B68","PROSPECT PK SW/BARTEL PRITCHARD SQ","CONEY ISLAND STILLWELL AV via C I AV","NYCT_369",FALSE,172,532,5.5
0,"Bx10","E 206 ST/BAINBRIDGE AV","RIVERDALE 263 ST","NYCT_8389",FALSE,178,1315,2.46666666666667
0,"Bx39","SOUNDVIEW AV/STEPHENS AV","WAKEFIELD 241 ST via WHITE PLS RD","NYCT_4743",TRUE,176,1206,18.1333333333333
0,"Bx35","W 179 ST/BROADWAY","W FARMS RD SOUTHERN BL","NYCT_712",FALSE,356,1284,0
1,"Bx30","EARHART LA/ERSKINE PL","NORWOOD 205 ST STA","NYCT_4074",FALSE,159,393,4.36666666666667
0,"Q55","PALMETTO ST/WYCKOFF AV","RICHMOND HILL JAMAICA AV via MYRTLE AV","NYCT_6628",FALSE,285,430,6.5
0,"Bx6-SBS","RIVERSIDE DR W/157-10 RIVERSIDE DR W","SELECT BUS HUNTS POINT","NYCT_733",FALSE,291,905,3.08333333333333
0,"Q5","TEARDROP/LAYOVER","ROSEDALE LIRR STA via MERRICK","NYCT_4675",FALSE,362,837,3.18333333333333
0,"B6","HARWAY AV/BAY 37 ST","LTD EAST NY NEW LOTS STA","NYCT_7172",FALSE,228,443,0
1,"Bx6","FOOD CENTER DR/MARKET ST","WASHINGTON HTS RIVERSIDE DR","NYCT_7697",FALSE,345,939,0
1,"B26","WYCKOFF ST/PALMETTO ST","DNTWN BKLYN TILLARY ST via HALSEY","NYCT_7294",FALSE,292,535,0
0,"Bx2","LINCOLN AV/E 137 ST","KNGSBRDG HTS FT INDEP ST via CONCOURSE","NYCT_5796",FALSE,221,482,55.4
0,"B38","TILLARY ST/CADMAN PZ E","RIDGEWOOD METRO AV","NYCT_6630",FALSE,160,1117,31.25
1,"M72","E 72 ST/YORK AV","WEST SIDE FREEDOM PL XTOWN","NYCT_5211",TRUE,217,782,0.466666666666667
1,"Bx15","3 AV/E FORDHAM RD","149 ST","NYCT_4727",FALSE,222,478,0.766666666666667
0,"Q28","39 AV/138 ST","BAY TERRACE  BELL BL","NYCT_7415",FALSE,153,274,2.75
0,"Bx12-SBS","BROADWAY/ISHAM ST","SELECT BUS BAY PLAZA CO-OP CITY","NYCT_5807",FALSE,279,871,6.91666666666667
0,"Q15A","ROOSEVELT AV/LAYOVER","BEECHHURST POWELLS COVE BL via 10AV","NYCT_4182",FALSE,275,436,0.266666666666667
0,"B15","MARCUS GARVEY BL/BROADWAY","JFK AIRPORT","NYCT_4846",FALSE,360,746,9.91666666666667
1,"M4","FT WASHINGTON AV/CABRINI BL","LTD MIDTOWN PENN STA via BWAY via 5 AV","NYCT_6712",FALSE,216,522,5.85
1,"Bx26","EARHART LA/ERSKINE PL","BEDFORD PK LEHMAN COLL via ALLERTN","NYCT_4417",FALSE,226,731,4.33333333333333
1,"S79-SBS","4 AV/86 ST","SELECT BUS SERVICE SI MALL via HYLAN","NYCT_4278",FALSE,159,469,0.683333333333333
1,"M Shuttle Bus","PALMETTO ST/MYRTLE AV","M TRAIN TO BWAY","NYCT_6099",FALSE,338,1103,9.63333333333333
1,"Bx28","EARHART LA/ERSKINE PL","FORDHM CTR 192 ST via GUNHILL","NYCT_8357",TRUE,176,1067,0.05
0,"B8","4 AV/95 ST","BROWNSVILLE ROCKAWAY AV","NYCT_372",FALSE,170,1106,31.6666666666667
0,"M10","8 AV/W  57 ST","HARLEM 159 ST via 8 AV","NYCT_6376",FALSE,283,655,0
0,"Bx11","W 179 ST/BROADWAY","W FARMS RD SOUTHERN BL","NYCT_696",FALSE,276,1049,0.166666666666667
0,"M4","W 32 ST/7 AV","BWAY - 135 ST","NYCT_6418",FALSE,157,553,0.266666666666667
1,"B60","WASHINGTON PLZ/LANE 2","CANARSIE WILLIAMS AV","NYCT_3993",FALSE,275,774,3.11666666666667
0,"M66","W 66 ST/WEST END AV","EAST SIDE YORK AV CROSSTOWN","NYCT_5237",FALSE,179,513,6.85
0,"M101","ASTOR PL/3 AV","LTD FT GEORGE 193 ST via 3 AV","NYCT_5543",FALSE,355,672,47.15
1,"B24","GREENPOINT AV/MANHATTAN AV","WILLIAMSBURG BRIDGE PLZ","NYCT_4016",TRUE,238,505,2.9
1,"Bx1","RIVERDALE AV/W 231 ST","LTD MOTT HAVEN 136 ST via CONCOURSE","NYCT_5672",FALSE,171,1077,2.61666666666667
1,"B63","BROOKLYN BRIDGE PARK RD/JORALEMON ST","BAY RIDGE SHORE RD via 5 AV","NYCT_463",FALSE,289,1246,0.616666666666667
1,"B6","LIVONIA AV/ASHFORD ST","BENSONHURST HARWAY AV","NYCT_4879",FALSE,235,274,0
1,"Q20B","15 AV/COLLEGE PT BL","JAMAICA MERRICK BL via 14 AV via MAIN ST","NYCT_4457",FALSE,241,494,8.53333333333333
1,"B35","HEGEMAN AV/CHESTER AV","McDONALD AV via CHURCH AV","NYCT_448",FALSE,234,742,0
1,"Bx21","WESTCHESTER AV/LANE  AV","MOTT HAVEN 136 ST","NYCT_275",FALSE,342,433,7.88333333333333
1,"X1","CENTRAL PARK S/6 AV","ELTNGVLE TRANST CTR via HYLAN BL RICH AV","NYCT_2546",FALSE,221,6,0
0,"B38","TILLARY ST/CADMAN PZ E","LTD RIDGEWOOD CATALPA AV","NYCT_4523",FALSE,227,686,11.8666666666667
0,"Bx36","W 179 ST/BROADWAY","LTD SOUNDVIEW PUGSLEY AV","NYCT_5530",FALSE,348,583,0
1,"B7","SARATOGA AV/HALSEY ST","FLATBUSH AV","NYCT_7291",TRUE,219,31,1.9
1,"B46-SBS","MALCOLM X BL/DE KALB AV","SELECT BUS  KINGS PLAZA via UTICA","NYCT_7318",TRUE,225,580,5.51666666666667
1,"Q46","L.I.J.MEDICAL RDWY/271 ST","KEW GARDENS QUEENS BL via UNION","NYCT_6429",FALSE,153,1336,0.833333333333333
0,"M14A","8 AV/BLEECKER ST","LOWER E. SIDE GRAND-FDR CROSSTOWN","NYCT_5594",FALSE,177,1208,0
1,"Q31","32 AV/208 ST","JAMAICA LIRR STA SUTPHIN BL","NYCT_8004",FALSE,345,992,2.88333333333333
1,"Q28","23 AV/BELL BL","FLUSHING  MAIN ST STA","NYCT_7401",FALSE,292,868,3.26666666666667
1,"Bx31","VAN CORTLANDT PK E/E 242 ST","WESTCHESTER SQ","NYCT_7773",FALSE,166,1100,9.23333333333333
0,"Bx9","E TREMONT AV/E 177 ST","BWAY - 225 ST","NYCT_5796",FALSE,289,1168,0
0,"M50","12 AV/W 42 ST ISLAND","E 49 ST & 1 AV","NYCT_3821",FALSE,297,807,2.7
1,"M42","E 41 ST/1 AV","42 ST PIER CROSSTOWN","NYCT_3916",FALSE,341,949,0.366666666666667
1,"M42","E 41 ST/1 AV","42 ST PIER CROSSTOWN","NYCT_3915",FALSE,236,320,2.43333333333333
1,"Q13","TOTTEN AV/CROSS ISLAND PY","FLUSHING MAIN ST STA","NYCT_7381",FALSE,233,1038,2.3
0,"S54","HYLAN BL/RICHMOND AV (LOT)","W NW BRGHTN RICHMOND TERR","NYCT_8193",FALSE,234,1227,3.66666666666667
0,"B8","4 AV/95 ST","BROWNSVILLE ROCKAWAY AV","NYCT_7618",FALSE,153,485,1.16666666666667
0,"M96","W 96 ST/WEST END AV","EAST SIDE 1 AV CROSSTOWN","NYCT_3940",FALSE,153,959,0
0,"Bx39","SOUNDVIEW AV/STEPHENS AV","WAKEFIELD 241 ST via WHITE PLS RD","NYCT_5570",FALSE,178,1333,25.6
0,"Bx19","RIVERBANK ST PK/CULTURAL CTR","BRONX PK via 149 ST via SOUTHRN","NYCT_5943",FALSE,178,509,0
1,"M103","E 126 ST/2 AV","CITY HALL via LEX AV","NYCT_5643",FALSE,216,918,2.43333333333333
0,"Bx30","E 206 ST/ROCHAMBEAU AV","CO-OP CITY EARHART LA","NYCT_8357",FALSE,275,938,0
1,"S79-SBS","4 AV/86 ST","SELECT BUS SI MALL via HYLAN","NYCT_4273",FALSE,221,1108,1.2
1,"Q44-SBS","BOSTON RD/E 180 ST","SELECT BUS JAMAICA via MAIN ST","NYCT_6017",FALSE,177,1150,9.35
1,"Q24","ARCHER AV/MERRICK BL","LFYTT ST PTCHN AV via ATLNTC AV via BDWY","NYCT_7126",FALSE,219,374,0
1,"B62","JACKSON AV/QUEENS PZ S","DOWNTOWN BKLYN FULTON MALL","NYCT_7197",FALSE,298,930,11.8333333333333
0,"M2","4 AV/E 10 ST","LTD WASHINGTON HTS BWAY - 168 ST","NYCT_3870",FALSE,279,688,1.85
0,"M66","W 66 ST/WEST END AV","EAST SIDE YORK AV CROSSTOWN","NYCT_5236",FALSE,285,951,17.7833333333333
1,"M8","E 10 ST/AV D","WEST ST CROSSTOWN","NYCT_3808",FALSE,181,590,2.13333333333333
0,"Q27","SPRINGFIELD BL/JAMAICA AV","FLUSHING  MAIN ST STA","NYCT_6855",FALSE,354,700,0
1,"B11","FLATBUSH AV/E 31 ST","SUNSET PARK 1 AV - 58 ST","NYCT_381",FALSE,157,1250,24.35
0,"B67","MC DONALD AV/CORTELYOU RD","DNTWN BKLYN SANDS ST via FLATBUSH AV","NYCT_424",TRUE,351,616,7.08333333333333
1,"Bx21","WESTCHESTER AV/LANE  AV","MOTT HAVEN 136 ST","NYCT_674",FALSE,156,512,0
0,"B15","MARCUS GARVEY BL/BROADWAY","SPRING CREEK DREW ST LINDEN BL","NYCT_5019",TRUE,168,562,0
1,"X10","E 57 ST/3 AV","PT RICHMOND via NARROWS RD via GANNON AV","NYCT_2653",FALSE,226,856,0.666666666666667
0,"S59","RICHMOND AV/HYLAN BL","PT RICHMOND","NYCT_8306",TRUE,280,991,8.41666666666667
1,"Q28","23 AV/BELL BL","FLUSHING  MAIN ST STA","NYCT_7427",FALSE,341,1260,0
0,"Q28","39 AV/138 ST","BAY TERRACE  BELL BL","NYCT_4575",FALSE,304,510,0
1,"Bx12-SBS","PARKING RAMP/ACCESS RD","SELECT BUS BROADWAY INWOOD","NYCT_5315",FALSE,223,483,0
1,"M15","E 126 ST/2 AV","PIKE ST - DIVISION ST via 2 AV","NYCT_6047",FALSE,181,971,0
1,"S53","4 AV/86 ST","PT RICHMOND","NYCT_7055",FALSE,228,381,0
0,"M15-SBS","SOUTH FERRY/TERMINAL","SELECT BUS SERVICE 125ST via 1 AV","NYCT_1278",FALSE,170,648,18.4166666666667
1,"Bx30","EARHART LA/ERSKINE PL","NORWOOD 205 ST STA","NYCT_8325",FALSE,234,1065,5.71666666666667
0,"Q5","TEARDROP/LAYOVER","LTD ROSEDALE LIRR STA","NYCT_8062",FALSE,233,1118,0.516666666666667
1,"S52","ST GEORGE FERRY/S42 & S52","SI HOSP SEAVIEW AV","NYCT_8224",FALSE,221,1134,3.56666666666667
0,"X64","E 23 ST/1 AV","CAMBRIA HTS via LINDEN","NYCT_2275",FALSE,234,1010,3.58333333333333
0,"S93","B ST/1 AV","LTD BAY RIDGE 86 ST STA via VICTRY","NYCT_7054",FALSE,335,858,0
0,"Bx41","3 AV/151 ST","WILLIAMSBRIDGE GUN HILL RD via WEBSTER","NYCT_5770",TRUE,358,474,0.783333333333333
1,"Q58","41 RD/MAIN ST","RIDGEWOOD TERM","NYCT_6556",FALSE,304,261,7.01666666666667
1,"M3","FT GEORGE AV/66 FORT GEORGE AV","EAST VILLAGE 8 ST via 5 AV","NYCT_3956",FALSE,277,933,10.9833333333333
0,"B15","MARCUS GARVEY BL/BROADWAY","JFK AIRPORT","NYCT_4815",FALSE,284,656,0.0666666666666667
0,"B46-SBS","KINGS PLAZA","SELECT BUS De KALB AV via UTICA","NYCT_7349",FALSE,236,1088,0
0,"Bx1","LINCOLN AV/E 137 ST","LTD RIVERDALE 231 ST via CONCOURSE","NYCT_4712",FALSE,234,846,3.93333333333333
0,"Bx1","LINCOLN AV/E 137 ST","RIVERDALE 231 ST via CONCOURSE","NYCT_4734",TRUE,225,500,4.68333333333333
0,"B3","25 AV/HARWAY AV","BERGEN BCH E 71 ST via AV U","NYCT_4884",FALSE,342,1124,0
